query_id	hikmah_ranked_ids	bm25_ranked_ids	hikmah_ndcg10	bm25_ndcg10	hikmah_recall10	bm25_recall10
PLAIN-1203	MED-3275,MED-4600,MED-4764,MED-4872,MED-986,MED-4771,MED-1528,MED-5208,MED-3427,MED-1203	MED-4771,MED-1203,MED-3275,MED-4872,MED-4764,MED-4600,MED-5208,MED-986,MED-1528,MED-980	0.14201905717762703	0.3589542101716347	0.16666666666666666	0.16666666666666666
PLAIN-1214			0.0	0.0	0.0	0.0
PLAIN-1225	MED-2191,MED-918,MED-1672,MED-4822,MED-2490,MED-5240,MED-2014,MED-1261,MED-3945,MED-1674	MED-918,MED-1669,MED-1674,MED-717,MED-3059,MED-1710,MED-1675,MED-1672,MED-1261,MED-2969	0.3164618153841291	0.5363559634917963	0.14814814814814814	0.2222222222222222
PLAIN-123	MED-4769,MED-4847,MED-4455,MED-1020,MED-3626,MED-2200,MED-4183,MED-4127,MED-4996,MED-5249	MED-4256,MED-4969,MED-4429,MED-4804,MED-1020,MED-4392,MED-4922,MED-2501,MED-3483,MED-3436	0.0	0.038356439954197026	0.0	0.0196078431372549
PLAIN-1236	MED-1341	MED-1341	0.3391602052736161	0.3391602052736161	0.2	0.2
PLAIN-1249	MED-2518,MED-976,MED-1664,MED-1744,MED-2674,MED-2923,MED-3928,MED-4879,MED-3884,MED-1240	MED-3283,MED-3928,MED-2303,MED-3173,MED-4854,MED-2090,MED-5018,MED-2674,MED-5055,MED-3961	0.0	0.0	0.0	0.0
PLAIN-1262	MED-1680,MED-5303,MED-2082,MED-5293,MED-4580,MED-4202,MED-4697,MED-4911,MED-2016,MED-2397	MED-5293,MED-983,MED-4932,MED-4911,MED-5331,MED-5303,MED-2211,MED-4096,MED-3174,MED-2082	0.3436966913921454	0.36211082347570717	0.3	0.3
PLAIN-1275	MED-4712,MED-4576,MED-3728,MED-2280,MED-4900,MED-4408,MED-5069,MED-5084,MED-2886,MED-4834	MED-4712,MED-2886,MED-1676,MED-2924,MED-4900,MED-1671,MED-2076,MED-2665,MED-4366,MED-4576	0.3557772116892465	0.4537425745411855	0.05454545454545454	0.05454545454545454
PLAIN-1288	MED-2491,MED-3728,MED-2668,MED-3952,MED-5065,MED-1846,MED-4103,MED-3530,MED-4303,MED-4029	MED-1538,MED-1533,MED-2085,MED-2663,MED-1795,MED-3728,MED-3382,MED-4029,MED-5065,MED-4585	0.25880978898961277	0.7381919257729245	0.015306122448979591	0.03571428571428571
PLAIN-1299	MED-4897,MED-4747,MED-957,MED-2518,MED-3171,MED-4652,MED-5107,MED-4312,MED-3231,MED-942	MED-4747,MED-3135,MED-2983,MED-2106,MED-2774,MED-1223,MED-4451,MED-2700,MED-1229,MED-2123	0.13886244387355454	0.30523488393970116	0.01639344262295082	0.03278688524590164
PLAIN-1309			0.0	0.0	0.0	0.0
PLAIN-1320	MED-3932,MED-4398,MED-2761,MED-5368,MED-2758,MED-1622,MED-4929,MED-2760,MED-2790,MED-3754	MED-4929,MED-2760,MED-2758,MED-1986,MED-3932,MED-2761,MED-2525,MED-728,MED-1549,MED-727	0.3638242329768377	0.4500112274528524	0.5	0.5
PLAIN-133	MED-5273,MED-2571,MED-2366,MED-4423,MED-3949,MED-1666,MED-5138,MED-4690,MED-1794,MED-3686	MED-1666,MED-1665,MED-2923,MED-2751,MED-4423,MED-2426,MED-2066,MED-2010,MED-5053,MED-1170	0.0	0.0	0.0	0.0
PLAIN-1331	MED-1049,MED-3391,MED-3381	MED-1049,MED-3381,MED-3391	0.0	0.0	0.0	0.0
PLAIN-1342	MED-4317,MED-5326,MED-2108,MED-2851,MED-4493,MED-1401,MED-5235,MED-847,MED-1403,MED-2845	MED-2851,MED-4317,MED-1403,MED-2845,MED-2844,MED-1401,MED-5326,MED-4493,MED-2108,MED-847	0.3647442587311445	0.32730659600126993	0.1875	0.1875
PLAIN-1353	MED-976,MED-2110	MED-976,MED-2110	0.0	0.0	0.0	0.0
PLAIN-1363	MED-3620	MED-3620	0.22009176629808017	0.22009176629808017	0.09090909090909091	0.09090909090909091
PLAIN-1374	MED-826,MED-4664,MED-3353,MED-5218,MED-5281,MED-1036,MED-1060,MED-3399,MED-1610,MED-4713	MED-820,MED-3429,MED-3795,MED-3398,MED-4747,MED-5292,MED-4757,MED-4897,MED-3434,MED-1647	0.0	0.22793826167775832	0.0	0.11538461538461539
PLAIN-1387	MED-5063,MED-2078,MED-3013,MED-3383,MED-2992,MED-4840,MED-2121,MED-4655,MED-3382,MED-3384	MED-3380,MED-5063,MED-1686,MED-3383,MED-4655,MED-2078,MED-3384,MED-1153,MED-5062,MED-3381	0.523153411299647	0.6569815082938862	0.4166666666666667	0.5
PLAIN-1398	MED-4239,MED-2117,MED-4211,MED-3554,MED-3233,MED-4225,MED-3959,MED-4752,MED-1716,MED-4897	MED-1715,MED-4212,MED-4228,MED-4897,MED-4216,MED-1722,MED-1720,MED-4220,MED-1723,MED-3959	0.39168308588041617	1.0	0.04854368932038835	0.0970873786407767
PLAIN-1409	MED-2173,MED-3515,MED-1569,MED-3321,MED-5311,MED-943,MED-5101,MED-2074,MED-4525,MED-4176	MED-1570,MED-1572,MED-1675,MED-1697,MED-1272,MED-1689,MED-5073,MED-3321,MED-1144,MED-5101	0.2032389337527008	0.06362078819895171	0.011857707509881422	0.003952569169960474
PLAIN-1419	MED-2327,MED-3662,MED-2344,MED-2204,MED-3279,MED-5156,MED-4198	MED-4198,MED-2327,MED-5156,MED-2344	0.2685529228900211	0.31488013066763093	0.046153846153846156	0.03076923076923077
PLAIN-1429	MED-1381,MED-1559,MED-4057,MED-4764,MED-4952,MED-4184,MED-3479,MED-5177,MED-996,MED-3656	MED-1381,MED-4057,MED-4594,MED-4802,MED-1559,MED-1210,MED-2428,MED-3696,MED-4786,MED-5125	0.0	0.0	0.0	0.0
PLAIN-143	MED-2093,MED-3621,MED-2096,MED-1852,MED-4373,MED-3757,MED-3385,MED-5139,MED-3641,MED-4001	MED-3621,MED-2093,MED-4028,MED-4036,MED-4027,MED-5097,MED-4026,MED-1988,MED-872,MED-1858	0.20436662668128655	0.3239134396887189	0.0196078431372549	0.0196078431372549
PLAIN-1441	MED-5094,MED-2385,MED-5139,MED-2773,MED-4811,MED-4963,MED-4867,MED-3930,MED-3793,MED-4817	MED-2216,MED-2773,MED-2770,MED-3629,MED-1332,MED-3659,MED-2299,MED-5117,MED-2218,MED-4817	0.1681522864689108	0.4288398090337664	0.010752688172043012	0.021505376344086023
PLAIN-1453	MED-4366,MED-1955,MED-2221,MED-5063,MED-2489,MED-1650,MED-2365,MED-4081,MED-4960,MED-4596	MED-2221,MED-4366,MED-1955,MED-2742,MED-1761,MED-5288,MED-2738,MED-4796,MED-1046,MED-1150	0.3683756341388872	0.30523488393970116	0.0163265306122449	0.00816326530612245
PLAIN-1463	MED-2147,MED-3132,MED-3136,MED-4165,MED-2140,MED-2141,MED-3962,MED-5163,MED-3215,MED-719	MED-2140,MED-2147,MED-3136,MED-4165,MED-3132,MED-3584,MED-3138,MED-1880,MED-2352,MED-1133	0.2735872697693364	0.40350157154648025	0.125	0.125
PLAIN-1473	MED-4455	MED-4455	1.0	1.0	1.0	1.0
PLAIN-1485	MED-2099	MED-2099	0.0	0.0	0.0	0.0
PLAIN-1496	MED-1950,MED-1580		0.0	0.0	0.0	0.0
PLAIN-1506	MED-4306,MED-2117,MED-5025,MED-2509,MED-2126,MED-2121,MED-5239	MED-5239,MED-2126,MED-2121,MED-4306,MED-2117,MED-2509,MED-5025	0.1681522864689108	0.2984900352767555	0.13333333333333333	0.13333333333333333
PLAIN-1516	MED-930,MED-4181	MED-4181,MED-930	0.0	0.0	0.0	0.0
PLAIN-1527	MED-2694,MED-2100,MED-4968,MED-5233,MED-4819,MED-4544,MED-4873,MED-3562,MED-716,MED-2103	MED-2160,MED-1307,MED-1304,MED-1302,MED-4101,MED-2158,MED-4817,MED-5233,MED-2154,MED-1868	0.15176219107803537	0.8669479898642709	0.009900990099009901	0.039603960396039604
PLAIN-153	MED-3164,MED-1248,MED-4772,MED-2742,MED-3679,MED-1588,MED-2292,MED-4511,MED-3715,MED-1646	MED-3677,MED-2105,MED-1248,MED-1716,MED-3695,MED-3673,MED-3164,MED-3692,MED-3680,MED-3691	0.13956838328637602	0.4777832312377697	0.02127659574468085	0.1276595744680851
PLAIN-1537	MED-4880,MED-1027,MED-4265,MED-934,MED-1038,MED-2967,MED-5042,MED-3204,MED-3132,MED-3249	MED-4880,MED-3149,MED-3273,MED-1257,MED-4353,MED-5267,MED-3874,MED-4885,MED-4831,MED-5272	0.0	0.0	0.0	0.0
PLAIN-1547	MED-2360,MED-2361,MED-2489,MED-1634,MED-2997,MED-5173,MED-5277,MED-4150,MED-1290,MED-1037	MED-2360,MED-2361,MED-983,MED-975,MED-5030,MED-2590,MED-4013,MED-972,MED-2111,MED-2303	0.0	0.0	0.0	0.0
PLAIN-1557	MED-4315,MED-3497,MED-1528,MED-3918,MED-2201,MED-915,MED-2455,MED-885,MED-2248,MED-5231	MED-1406,MED-2248,MED-3918,MED-4315,MED-1447,MED-5005,MED-4313,MED-1528,MED-2380,MED-4298	0.31488013066763093	0.2781981696179509	0.07692307692307693	0.11538461538461539
PLAIN-1568	MED-4150,MED-5056,MED-5059,MED-1672,MED-2054,MED-4266,MED-3734,MED-2490,MED-5057,MED-1674	MED-4150,MED-5056,MED-2490,MED-1710,MED-4782,MED-2054,MED-5057,MED-717,MED-1672,MED-5059	1.0	1.0	1.0	1.0
PLAIN-1579	MED-4801,MED-4667	MED-4667,MED-4801	0.21398626473452756	0.3391602052736161	0.2	0.2
PLAIN-1590	MED-748,MED-3604,MED-5015,MED-1771,MED-2298,MED-2052,MED-3231,MED-3756,MED-1037,MED-4237	MED-3604,MED-748,MED-1240,MED-749,MED-4599,MED-4674,MED-5347,MED-1350,MED-1344,MED-2086	0.13886244387355454	0.22009176629808017	0.05555555555555555	0.05555555555555555
PLAIN-1601	MED-3776,MED-1506,MED-982,MED-3107,MED-2825,MED-2668,MED-4381,MED-2367,MED-1700,MED-4438	MED-1700,MED-4996,MED-3537,MED-4860,MED-2669,MED-5002,MED-2668,MED-2367,MED-1630,MED-1506	0.43547474557506727	0.5806020001118017	0.05405405405405406	0.08108108108108109
PLAIN-1611			0.0	0.0	0.0	0.0
PLAIN-1621			0.0	0.0	0.0	0.0
PLAIN-1635	MED-1414,MED-4664,MED-2035,MED-4882,MED-897,MED-3499,MED-1977,MED-2488,MED-1797,MED-4402	MED-5118,MED-4899,MED-3087,MED-2341,MED-2774,MED-4753,MED-4071,MED-1229,MED-2123,MED-4902	0.3214961622634444	0.5017100640839688	0.009280742459396751	0.013921113689095127
PLAIN-1645	MED-5056	MED-5056	0.3026024134988135	0.3026024134988135	0.16666666666666666	0.16666666666666666
PLAIN-165	MED-5087,MED-3765,MED-3447,MED-3768,MED-3550,MED-1625,MED-2824,MED-3767,MED-4096,MED-3701	MED-4445,MED-3766,MED-5087,MED-3762,MED-4465,MED-3696,MED-3767,MED-1564,MED-2824,MED-2604	0.2496274983549542	0.3268899477093949	0.1111111111111111	0.1111111111111111
PLAIN-1656	MED-4470,MED-4819,MED-3764,MED-1813,MED-4479,MED-4036,MED-4464,MED-5184,MED-3625,MED-3717	MED-4470,MED-1813,MED-3764,MED-4819,MED-1248,MED-4479,MED-2092,MED-4036,MED-1246,MED-2101	0.13886244387355454	0.09478836436955078	0.03571428571428571	0.03571428571428571
PLAIN-1667	MED-3231,MED-5170,MED-4966,MED-2428,MED-3157,MED-4281,MED-5249,MED-1710,MED-4626,MED-3163	MED-3231,MED-1474,MED-4828,MED-1466,MED-3460,MED-3462,MED-4166,MED-4830,MED-4626,MED-1460	0.36885567213865283	0.7655934900767001	0.018867924528301886	0.0440251572327044
PLAIN-1679			0.0	0.0	0.0	0.0
PLAIN-1690	MED-1878,MED-4599,MED-2327,MED-1557,MED-3170,MED-3726,MED-2944,MED-1504,MED-2295,MED-2096	MED-1878,MED-4599,MED-4674,MED-2327,MED-3726,MED-2220,MED-2295,MED-3692,MED-1493,MED-1037	0.0	0.0	0.0	0.0
PLAIN-1700	MED-1417,MED-4555,MED-5353,MED-1100,MED-5201,MED-5198,MED-2298,MED-976,MED-5311,MED-1744	MED-1417,MED-5201,MED-5198,MED-4555,MED-1747,MED-1100,MED-976,MED-4750,MED-1708,MED-4095	0.0	0.0	0.0	0.0
PLAIN-1710	MED-3180,MED-3175,MED-4672,MED-3172,MED-3169,MED-3178,MED-3176,MED-3174,MED-3182,MED-3170	MED-3169,MED-3180,MED-3181,MED-3175,MED-3178,MED-3174,MED-3179,MED-3172,MED-3170,MED-3177	1.0	1.0	0.625	0.625
PLAIN-1721	MED-4821,MED-4787,MED-1627,MED-1377,MED-1602,MED-4485,MED-4983,MED-4823,MED-1606,MED-1230	MED-4821,MED-1602,MED-4787,MED-4485,MED-4823,MED-1627,MED-1606,MED-1377,MED-4983,MED-1230	0.6243301345792676	0.6621137423456801	0.1935483870967742	0.1935483870967742
PLAIN-1731	MED-3509,MED-2749,MED-2748,MED-4131,MED-4132	MED-2749,MED-2748,MED-3509,MED-4131,MED-4132	0.5307212739772434	0.7653606369886217	0.6666666666666666	0.6666666666666666
PLAIN-1741	MED-4149,MED-4446,MED-4300,MED-2749,MED-1257,MED-1499,MED-1785,MED-4523,MED-2579,MED-2594	MED-2383,MED-4286,MED-4300,MED-2595,MED-4292,MED-2597,MED-4314,MED-4707,MED-4295,MED-2381	0.31328481690174087	1.0	0.009523809523809525	0.023809523809523808
PLAIN-175	MED-5063,MED-2997,MED-1027,MED-4265,MED-4081,MED-2335,MED-2111,MED-3765,MED-5209,MED-5207	MED-3818,MED-3816,MED-3822,MED-4848,MED-1374,MED-5200,MED-4854,MED-4347,MED-5207,MED-5267	0.0	0.36864024334781587	0.0	0.08108108108108109
PLAIN-1752			0.0	0.0	0.0	0.0
PLAIN-1762	MED-865,MED-3721,MED-3716,MED-759,MED-3717,MED-3111,MED-3515,MED-924,MED-5130,MED-3933	MED-865,MED-3721,MED-759,MED-3716,MED-3103,MED-3558,MED-3111,MED-3561,MED-4752,MED-2033	0.38391202314388534	0.26852556974265224	0.375	0.25
PLAIN-1772	MED-4727,MED-4728	MED-4728,MED-4727	1.0	1.0	1.0	1.0
PLAIN-1784	MED-2365,MED-4816,MED-4799,MED-5207,MED-3593,MED-1961,MED-4818,MED-1600,MED-4803,MED-2673	MED-2671,MED-5326,MED-4482,MED-2170,MED-4977,MED-4493,MED-1802,MED-5195,MED-4485,MED-3499	0.0	0.0	0.0	0.0
PLAIN-1794	MED-5042,MED-5041	MED-5041,MED-5042	1.0	1.0	1.0	1.0
PLAIN-1805	MED-3933,MED-1287,MED-2165,MED-1499,MED-5054,MED-1408,MED-3931,MED-2810,MED-3940,MED-3925	MED-3938,MED-5196,MED-3931,MED-4939,MED-3935,MED-3933,MED-2173,MED-1499,MED-3925,MED-1287	0.6722390270733756	0.9305687780632227	0.05172413793103448	0.07758620689655173
PLAIN-1817	MED-4706,MED-973,MED-4284,MED-2150,MED-2792,MED-3387,MED-1412,MED-2816,MED-5085,MED-3132	MED-4706,MED-4284,MED-2150,MED-2382,MED-973,MED-3198,MED-5016,MED-1534,MED-4709,MED-2792	0.424926013816671	0.5352543167750637	0.1111111111111111	0.14814814814814814
PLAIN-1827			0.0	0.0	0.0	0.0
PLAIN-1837	MED-1162,MED-1158,MED-4535,MED-930,MED-1749,MED-1279,MED-957,MED-4187,MED-1166,MED-2643	MED-2748,MED-1725,MED-3936,MED-1158,MED-1726,MED-4535,MED-4178,MED-1167,MED-1170,MED-1176	0.689828656353462	1.0	0.030612244897959183	0.05102040816326531
PLAIN-1847	MED-3603,MED-3983,MED-4000,MED-867	MED-4000,MED-3603,MED-3983	0.2489083270225946	0.33013764944712026	0.18181818181818182	0.18181818181818182
PLAIN-1857	MED-2578,MED-1745,MED-2979,MED-4319,MED-2986,MED-5357,MED-2988,MED-2575,MED-5231,MED-2544	MED-4319,MED-2544,MED-2988,MED-2578,MED-2986,MED-2979,MED-5231,MED-5357,MED-1745,MED-2575	0.5212960629027199	0.6274092458891772	0.15151515151515152	0.15151515151515152
PLAIN-186	MED-2292,MED-3933,MED-3758,MED-4806,MED-1314,MED-2054,MED-1689,MED-3130,MED-2337,MED-2824	MED-2054,MED-2059,MED-3904,MED-949,MED-2292,MED-2057,MED-2203,MED-3510,MED-3933,MED-1016	0.0	0.11004588314904008	0.0	0.041666666666666664
PLAIN-1867	MED-3744,MED-1846		0.27487633291429087	0.0	0.14285714285714285	0.0
PLAIN-1877	MED-2111,MED-4389,MED-1249,MED-2794,MED-4030,MED-1381,MED-4469,MED-3931,MED-1445,MED-1814	MED-4831,MED-4255,MED-4613,MED-1489,MED-1991,MED-1874,MED-2432,MED-4349,MED-4515,MED-1249	0.0	0.0	0.0	0.0
PLAIN-1887	MED-2824,MED-1285,MED-2331,MED-2111,MED-2078,MED-4535,MED-4915,MED-4995,MED-3302,MED-4446	MED-2824,MED-2333,MED-5083,MED-3607,MED-3532,MED-913,MED-2332,MED-915,MED-4915,MED-1293	0.0	0.0	0.0	0.0
PLAIN-1897	MED-1312,MED-2644,MED-4602,MED-4186,MED-2559,MED-4426,MED-996	MED-4186,MED-2644,MED-1312,MED-2559,MED-4426	0.0	0.0	0.0	0.0
PLAIN-1909	MED-4803,MED-4818,MED-3171,MED-2671,MED-2678,MED-4357,MED-3288,MED-3000,MED-1491,MED-2341	MED-2341,MED-4818,MED-1979,MED-2352,MED-1983,MED-3171,MED-1610,MED-4593,MED-3891,MED-2340	0.39092738420022166	1.0	0.008639308855291577	0.02159827213822894
PLAIN-1919	MED-3321,MED-4431,MED-3315,MED-4819,MED-4433,MED-3320,MED-1961,MED-4980,MED-3385,MED-1741	MED-3321,MED-4431,MED-4819,MED-3320,MED-3315,MED-4433,MED-3615,MED-3790,MED-3311,MED-4802	0.7273298443105218	0.7935840677649109	0.2222222222222222	0.25925925925925924
PLAIN-1929	MED-5132,MED-4150,MED-3531,MED-4874,MED-3013,MED-4685,MED-3231,MED-5221,MED-920,MED-4373	MED-2497,MED-4656,MED-2495,MED-2905,MED-3032,MED-4038,MED-5097,MED-4872,MED-3035,MED-5099	0.07839826897867533	0.0	0.1	0.0
PLAIN-1940	MED-3792,MED-4114,MED-2006,MED-3797,MED-829,MED-4946,MED-1198	MED-3792,MED-3797,MED-4946,MED-4114,MED-1198,MED-2006,MED-829	0.31488013066763093	0.3589542101716347	0.16666666666666666	0.16666666666666666
PLAIN-1950	MED-912,MED-4250,MED-1950,MED-3904,MED-1795	MED-912,MED-4250,MED-3904,MED-1950,MED-1795	0.23365080824310533	0.2489083270225946	0.15384615384615385	0.15384615384615385
PLAIN-196	MED-3964,MED-3969,MED-1162,MED-5297,MED-5133,MED-895,MED-4391,MED-5059,MED-862,MED-1586	MED-3969,MED-3964,MED-895,MED-3960,MED-5059,MED-3963,MED-3970,MED-5133,MED-5134,MED-5326	0.3589542101716347	0.6691255538181726	0.028985507246376812	0.08695652173913043
PLAIN-1962	MED-4295,MED-2438	MED-2438,MED-4295	0.0	0.0	0.0	0.0
PLAIN-1972	MED-2143,MED-1442	MED-1442,MED-2143	0.0	0.0	0.0	0.0
PLAIN-1983	MED-2137,MED-2521,MED-5237,MED-2520,MED-2507,MED-4711,MED-2124,MED-2128,MED-2514,MED-2517	MED-2137,MED-2521,MED-2134,MED-2520,MED-2514,MED-2132,MED-2507,MED-5237,MED-2517,MED-2127	0.8482378089219645	1.0	0.25	0.3125
PLAIN-1995	MED-5305,MED-4413,MED-2200,MED-2076,MED-2423,MED-3929,MED-2761,MED-2365,MED-1852,MED-1753	MED-4413,MED-2200,MED-5305,MED-4902,MED-1647,MED-4330,MED-898,MED-4713,MED-4776,MED-4332	0.0	0.0	0.0	0.0
PLAIN-2	MED-2427,MED-4827,MED-2525,MED-14,MED-1193,MED-10,MED-3765,MED-4695,MED-2439,MED-4534	MED-14,MED-2429,MED-2428,MED-10,MED-1193,MED-2431,MED-4827,MED-2427,MED-4830,MED-4829	0.4736013633496863	0.8013939141871723	0.16666666666666666	0.3333333333333333
PLAIN-2009	MED-5173,MED-1733,MED-4961,MED-3951,MED-4439	MED-5173,MED-3951,MED-4961,MED-1733,MED-4439	0.12647135138382856	0.12647135138382856	0.125	0.125
PLAIN-2019	MED-4573	MED-4573	0.46927872602275644	0.46927872602275644	0.3333333333333333	0.3333333333333333
PLAIN-2030	MED-4051,MED-2816	MED-4051,MED-2816	0.3026024134988135	0.3026024134988135	0.16666666666666666	0.16666666666666666
PLAIN-2040	MED-5094,MED-2678,MED-4961,MED-2396,MED-3024,MED-4936,MED-4943,MED-4964,MED-4934,MED-4933	MED-4933,MED-3024,MED-4936,MED-4943,MED-4961,MED-4964,MED-2678,MED-5094,MED-2396,MED-4934	0.6371130896657825	0.7573821447149965	0.05303030303030303	0.05303030303030303
PLAIN-2051	MED-3249,MED-4944,MED-2201,MED-1366,MED-3862,MED-4676,MED-1060,MED-1506,MED-1498,MED-1066	MED-1556,MED-5267,MED-1781,MED-1454,MED-4556,MED-1873,MED-4005,MED-1072,MED-3586,MED-4450	0.6678262889110271	0.7133080652109928	0.016901408450704224	0.01971830985915493
PLAIN-2061	MED-4359,MED-5101,MED-3631,MED-2461,MED-4968,MED-4742,MED-4960,MED-2344,MED-1491,MED-4299	MED-3031,MED-4736,MED-2344,MED-5101,MED-2262,MED-4742,MED-2411,MED-4968,MED-3295,MED-2406	0.7753366239771083	0.933745776545611	0.01707317073170732	0.02195121951219512
PLAIN-207	MED-4071,MED-5326,MED-3000,MED-4472,MED-4068,MED-4451,MED-4040,MED-4482,MED-4049,MED-4073	MED-3000,MED-5197,MED-4391,MED-4482,MED-4040,MED-4057,MED-3545,MED-4053,MED-2168,MED-5207	0.5077181160122074	0.2866919347890071	0.07272727272727272	0.05454545454545454
PLAIN-2071	MED-4306,MED-1349,MED-3532,MED-1245,MED-3526,MED-3661,MED-3546,MED-3540,MED-4309,MED-3658	MED-3532,MED-4306,MED-4309,MED-1349,MED-3530,MED-1352,MED-3526,MED-1245,MED-3658,MED-3540	0.5580759111248785	0.5810820381115674	0.1111111111111111	0.1111111111111111
PLAIN-2081	MED-2671,MED-4303,MED-859,MED-2074,MED-2700,MED-1182,MED-5173,MED-2324,MED-2603,MED-4600	MED-4303,MED-1182,MED-2700,MED-2671,MED-859,MED-2074,MED-2810,MED-2505,MED-4180,MED-2309	0.6309297535714575	1.0	1.0	1.0
